Num_acc,Date,Conditions Lumineuses,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Type Collision,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Gravité
7025,2022-01-02 15:46:09,Jour,Normal,Sec,Voie Communale,40.0,,,,0.0
7028,2022-01-14 00:55:29,Nuit,Normal,Sec,80.0,80.0,,2.0,2.0,0.0
7030,2022-01-14 05:43:56,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,,5.0,
7033,2022-01-22 23:34:23,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,,,0.0
7035,2022-01-28 22:09:19,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,1.0,
7036,2022-01-13 20:13:25,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,,
7037,2022-01-27 23:11:07,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,2.0,0.0
7039,2022-01-12 23:01:05,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,4.0,
7041,2022-01-22 16:48:15,Jour,Normal,Sec,Voie Communale,50.0,Autre,,1.0,0.0
7043,2022-01-02 16:25:42,Jour,Normal,Sec,70.0,70.0,,2.0,,1.0
7044,2022-01-17 04:46:15,Nuit,Normal,Sec,Autoroute,130.0,,2.0,6.0,1.0
7045,2022-01-23 02:41:50,Nuit,Normal,Sec,Route Départementale,70.0,,,,1.0
7046,2022-01-01 06:04:13,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,,0.0
7047,2022-01-20 01:21:22,Nuit,Normal,Sec,50.0,50.0,,2.0,7.0,0.0
7049,2022-01-17 21:19:03,Nuit,Normal,Sec,Route Nationale,100.0,,1.0,1.0,0.0
7050,2022-01-15 18:19:52,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,,0.0
7051,2022-01-21 13:14:16,Jour,Normal,Sec,Route Départementale,70.0,Frontale,2.0,2.0,0.0
7053,2022-01-31 15:34:47,Jour,Normal,Sec,50.0,50.0,Autre,1.0,,0.0
7054,2022-01-06 13:55:11,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
7055,2022-01-22 15:55:37,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,,
7057,2022-01-14 01:43:55,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,2.0,1.0
7059,2022-01-30 15:33:12,Jour,Normal,Sec,Route Départementale,70.0,Autre,1.0,,
7062,2022-01-27 01:17:30,Nuit,Normal,Sec,Route Nationale,90.0,Autre,,,0.0
7063,2022-01-21 07:21:45,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,,7.0,1.0
7064,2022-01-21 16:07:24,Jour,Normal,Sec,Route Départementale,75.0,,2.0,3.0,
7065,2022-01-06 03:20:37,Nuit,Normal,Sec,50.0,50.0,Autre,1.0,5.0,0.0
7066,2022-01-02 00:43:43,Nuit,Normal,Sec,70.0,70.0,Par le coté,,5.0,1.0
7067,2022-01-29 13:17:35,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,,
7068,2022-01-02 00:33:38,Nuit,Normal,Sec,Route Nationale,110.0,,2.0,3.0,1.0
7072,2022-01-14 04:45:35,Nuit,Normal,Sec,Route Départementale,70.0,Autre,3.0,5.0,1.0
7074,2022-01-14 03:56:08,Nuit,Normal,Sec,Route Départementale,75.0,,,1.0,1.0
7075,2022-01-06 12:18:34,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,4.0,
7077,2022-01-22 15:36:44,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,3.0,0.0
7078,2022-01-12 14:03:55,Jour,Normal,Sec,70.0,70.0,Autre,,1.0,
7079,2022-01-06 00:52:43,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,5.0,1.0
7080,2022-01-14 10:31:11,Jour,Normal,Sec,Voie Communale,40.0,Frontale,2.0,2.0,0.0
7081,2022-01-30 19:56:35,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,,,0.0
7082,2022-01-28 02:40:19,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,5.0,0.0
7084,2022-01-05 08:42:54,Jour,Normal,Sec,Route Départementale,75.0,,2.0,3.0,
7086,2022-01-15 19:58:35,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,3.0,1.0
7087,2022-01-05 23:21:29,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,3.0,1.0
7090,2022-01-06 09:41:25,Jour,Normal,Sec,50.0,50.0,Par l'arrière,2.0,2.0,0.0
7091,2022-01-12 15:14:36,Jour,Normal,Sec,Route Départementale,80.0,Autre,1.0,1.0,
7095,2022-01-24 08:29:33,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
7098,2022-01-22 21:28:51,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,5.0,0.0
7099,2022-01-25 10:33:57,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,1.0
7100,2022-01-06 07:54:18,Nuit,Normal,Sec,Route Nationale,100.0,,2.0,3.0,
7102,2022-01-27 22:43:04,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,0.0
7104,2022-01-20 09:08:46,Jour,Normal,Sec,Route Départementale,75.0,,2.0,2.0,1.0
7105,2022-01-23 03:26:38,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,2.0,0.0
7106,2022-01-26 23:23:53,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,3.0,
7107,2022-01-14 14:23:44,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,
7111,2022-01-13 18:15:48,Nuit,Normal,Sec,Route Nationale,100.0,Autre,4.0,,
7112,2022-01-24 20:25:27,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,5.0,
7113,2022-01-27 17:54:43,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,,4.0,1.0
7116,2022-01-31 10:18:45,Jour,Normal,Sec,Autoroute,130.0,Autre,,,0.0
7118,2022-01-31 19:28:31,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,3.0,0.0
7119,2022-01-28 14:41:28,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,5.0,
7120,2022-01-27 02:32:42,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,1.0
7121,2022-01-24 12:04:33,Jour,Normal,Sec,Voie Communale,30.0,Autre,3.0,8.0,0.0
7124,2022-01-27 17:47:11,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
7126,2022-01-02 20:12:06,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,1.0,1.0
7127,2022-01-12 04:41:26,Nuit,Normal,Sec,Voie Communale,50.0,,,4.0,1.0
7130,2022-01-16 05:15:02,Nuit,Normal,Sec,50.0,50.0,Frontale,2.0,,
7137,2022-01-25 20:18:43,Nuit,Normal,Sec,Autoroute,130.0,Frontale,2.0,4.0,
7139,2022-01-27 09:30:35,Jour,Normal,Sec,Autoroute,130.0,Frontale,,6.0,1.0
7140,2022-01-27 22:14:48,Nuit,Normal,Sec,Route Départementale,80.0,Autre,,4.0,
7141,2022-01-30 17:19:36,Jour,Normal,Sec,80.0,80.0,Par le coté,,5.0,0.0
7142,2022-01-13 07:04:43,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,
7146,2022-01-13 19:02:37,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
7147,2022-01-30 19:01:16,Nuit,Normal,Sec,Voie Communale,30.0,,,2.0,0.0
7148,2022-01-14 16:17:32,Jour,Normal,Sec,Voie Communale,40.0,Autre,,5.0,1.0
7153,2022-01-25 18:15:03,Nuit,Normal,Sec,80.0,80.0,,2.0,,0.0
7156,2022-01-29 14:20:54,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,2.0,0.0
7157,2022-01-13 01:39:28,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
7159,2022-01-23 12:45:11,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,
7161,2022-01-06 06:37:39,Nuit,Normal,Sec,Route Nationale,90.0,Par l'arrière,2.0,,
7163,2022-01-15 08:11:11,Jour,Normal,Sec,Route Départementale,75.0,Frontale,,,1.0
7165,2022-01-02 10:48:00,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,6.0,0.0
7168,2022-01-06 07:04:38,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,,2.0,
7175,2022-01-02 00:48:40,Nuit,Normal,Sec,Route Départementale,80.0,Frontale,,3.0,1.0
7176,2022-01-28 19:08:20,Nuit,Normal,Sec,Route Départementale,80.0,Frontale,2.0,3.0,0.0
7177,2022-01-01 01:56:48,Nuit,Normal,Sec,Route Départementale,70.0,Autre,,2.0,0.0
7179,2022-01-22 11:40:41,Jour,Normal,Sec,Route Nationale,90.0,Autre,1.0,1.0,0.0
7180,2022-01-22 03:15:34,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,6.0,0.0
7182,2022-01-29 13:18:16,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,2.0,1.0
7183,2022-01-26 13:47:22,Jour,Normal,Sec,50.0,50.0,Autre,1.0,,0.0
7186,2022-01-23 23:33:53,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,,0.0
7187,2022-01-14 00:46:26,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
7189,2022-01-17 18:20:05,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,1.0,0.0
7190,2022-01-28 14:51:06,Jour,Normal,Sec,Voie Communale,40.0,,2.0,,
7192,2022-01-10 02:19:44,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,4.0,
7193,2022-01-18 06:41:04,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,2.0,5.0,0.0
7194,2022-01-27 07:52:53,Nuit,Normal,Sec,90.0,90.0,Par le coté,,2.0,1.0
7195,2022-01-14 21:01:37,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,,0.0
7196,2022-01-12 01:34:11,Nuit,Normal,Sec,Voie Communale,50.0,,,3.0,0.0
7199,2022-01-14 01:19:04,Nuit,Normal,Sec,Voie Communale,30.0,,,2.0,
7204,2022-01-21 14:15:03,Jour,Normal,Sec,Voie Communale,50.0,Autre,,1.0,1.0
7206,2022-01-25 22:58:11,Nuit,Normal,Sec,Route Nationale,90.0,Par le coté,,3.0,0.0
7210,2022-01-20 10:07:06,Jour,Normal,Sec,50.0,50.0,Par le coté,2.0,5.0,0.0
7211,2022-01-29 09:24:20,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,0.0
7212,2022-01-25 20:38:59,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,6.0,
7214,2022-01-18 12:41:43,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,3.0,0.0
7215,2022-01-12 13:46:02,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,,3.0,
7217,2022-01-16 14:24:06,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,,0.0
7218,2022-01-11 01:21:36,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,2.0,0.0
7219,2022-01-10 23:36:11,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,4.0,0.0
7220,2022-01-20 16:26:36,Jour,Normal,Sec,70.0,70.0,,,5.0,
7221,2022-01-16 19:19:39,Nuit,Normal,Sec,Voie Communale,30.0,,,2.0,
7222,2022-01-15 01:40:40,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,3.0,
7224,2022-01-10 04:10:21,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,7.0,1.0
7225,2022-01-11 07:57:37,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,,
7229,2022-01-05 14:55:00,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,2.0,0.0
7232,2022-01-16 13:58:08,Jour,Normal,Sec,Route Départementale,75.0,Autre,,2.0,
7233,2022-01-12 18:46:25,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,4.0,
7234,2022-01-25 05:59:46,Nuit,Normal,Sec,Voie Communale,50.0,Autre,,5.0,0.0
7236,2022-01-25 19:00:42,Nuit,Normal,Sec,80.0,80.0,Par l'arrière,2.0,2.0,0.0
7237,2022-01-18 08:19:01,Jour,Normal,Sec,Voie Communale,40.0,,1.0,1.0,0.0
7238,2022-01-26 15:11:27,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,
7239,2022-01-05 20:38:24,Nuit,Normal,Sec,Route Départementale,70.0,Autre,,4.0,
7240,2022-01-29 12:20:58,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,4.0,0.0
7241,2022-01-31 06:58:14,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,1.0,0.0
7242,2022-01-15 11:21:08,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,2.0,
7243,2022-01-14 03:35:58,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,,5.0,0.0
7245,2022-01-18 15:04:02,Jour,Normal,Sec,90.0,90.0,,2.0,,
7247,2022-01-22 06:06:51,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,4.0,0.0
7248,2022-01-15 21:12:43,Nuit,Normal,Sec,90.0,90.0,Frontale,2.0,2.0,
7251,2022-01-16 01:56:59,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,2.0,1.0
7252,2022-01-01 18:09:40,Nuit,Normal,Sec,110.0,110.0,Autre,,,1.0
7256,2022-01-10 07:21:06,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
7257,2022-01-02 12:54:44,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,
7258,2022-01-12 15:14:22,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
7260,2022-01-15 17:21:23,Jour,Normal,Sec,50.0,50.0,Autre,,,0.0
7262,2022-01-21 14:50:32,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
7263,2022-01-06 02:21:22,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,0.0
7264,2022-01-18 11:26:20,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,4.0,
7265,2022-01-25 03:12:01,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,,3.0,0.0
7267,2022-01-28 04:23:55,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,0.0
7269,2022-01-10 21:05:47,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,,
7270,2022-01-28 16:42:10,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,1.0
7272,2022-01-30 23:52:05,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,5.0,
7274,2022-01-10 01:32:54,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,3.0,0.0
7276,2022-01-12 20:49:53,Nuit,Normal,Sec,90.0,90.0,,,1.0,
7279,2022-01-01 23:32:54,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,,0.0
7280,2022-01-20 00:13:26,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,
7281,2022-01-14 10:21:27,Jour,Normal,Sec,Voie Communale,50.0,,2.0,2.0,1.0
7282,2022-01-14 03:22:47,Nuit,Normal,Sec,Route Départementale,70.0,Frontale,,4.0,0.0
7283,2022-01-22 10:35:42,Jour,Normal,Sec,70.0,70.0,Frontale,2.0,,1.0
7285,2022-01-27 06:08:59,Nuit,Normal,Sec,Autoroute,130.0,,2.0,,1.0
7286,2022-01-28 20:42:05,Nuit,Normal,Sec,Voie Communale,40.0,Autre,3.0,,
7288,2022-01-12 12:05:14,Jour,Normal,Sec,Route Départementale,70.0,,,3.0,0.0
7289,2022-01-16 01:40:10,Nuit,Normal,Sec,Route Départementale,80.0,,,4.0,1.0
7290,2022-01-17 13:39:03,Jour,Normal,Sec,Route Départementale,80.0,,1.0,1.0,0.0
7291,2022-01-26 18:55:16,Nuit,Normal,Sec,70.0,70.0,Par le coté,,3.0,
7292,2022-01-24 22:31:27,Nuit,Normal,Sec,50.0,50.0,Autre,1.0,1.0,
7294,2022-01-16 18:02:41,Nuit,Normal,Sec,Voie Communale,50.0,Par l'arrière,2.0,,0.0
7295,2022-01-02 10:20:26,Jour,Normal,Sec,Route Départementale,80.0,Autre,,4.0,0.0
7296,2022-01-28 06:45:09,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,7.0,0.0
7297,2022-01-30 04:09:54,Nuit,Normal,Sec,90.0,90.0,Par le coté,2.0,,
7298,2022-01-27 06:57:50,Nuit,Normal,Sec,80.0,80.0,Autre,1.0,1.0,0.0
7299,2022-01-15 22:55:56,Nuit,Normal,Sec,80.0,80.0,Autre,,4.0,
7300,2022-01-30 09:38:25,Jour,Normal,Sec,Route Nationale,110.0,Autre,1.0,1.0,
7303,2022-01-06 02:43:33,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
7304,2022-01-12 00:51:38,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
7305,2022-01-28 09:40:49,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,3.0,0.0
7307,2022-01-29 17:54:27,Nuit,Normal,Sec,Voie Communale,30.0,Autre,3.0,,1.0
7309,2022-01-13 01:00:54,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,,
7312,2022-01-30 01:38:03,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,2.0,0.0
7313,2022-01-12 21:12:47,Nuit,Normal,Sec,Route Nationale,90.0,Frontale,2.0,2.0,1.0
7314,2022-01-18 00:05:24,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,,
7316,2022-01-18 21:32:44,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,3.0,0.0
7318,2022-01-28 15:14:47,Jour,Normal,Sec,Autoroute,130.0,Autre,3.0,5.0,0.0
7319,2022-01-17 22:04:49,Nuit,Normal,Sec,70.0,70.0,,2.0,4.0,
7320,2022-01-31 02:48:45,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,3.0,
7324,2022-01-17 11:55:28,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,2.0,
7325,2022-01-13 13:43:21,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
7327,2022-01-29 14:43:59,Jour,Normal,Sec,Route Nationale,100.0,Par l'arrière,2.0,5.0,0.0
7329,2022-01-15 04:43:05,Nuit,Normal,Sec,Route Nationale,100.0,Par le coté,,,0.0
7331,2022-01-15 12:12:34,Jour,Normal,Sec,80.0,80.0,Par l'arrière,2.0,,
7333,2022-01-31 15:48:50,Jour,Normal,Sec,Voie Communale,50.0,Frontale,,,
7334,2022-01-30 17:50:06,Jour,Normal,Sec,70.0,70.0,,2.0,,0.0
7335,2022-01-21 07:56:00,Nuit,Normal,Sec,50.0,50.0,,2.0,3.0,1.0
7336,2022-01-16 19:28:34,Nuit,Normal,Sec,Route Départementale,80.0,,1.0,1.0,0.0
7339,2022-01-20 05:06:25,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,0.0
7340,2022-01-25 05:53:13,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,1.0
7341,2022-01-24 22:02:52,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,5.0,1.0
7342,2022-01-16 00:44:55,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,,
7344,2022-01-12 15:54:32,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,5.0,0.0
7345,2022-01-15 04:16:29,Nuit,Normal,Sec,Route Départementale,80.0,,,6.0,0.0
7346,2022-01-17 18:29:26,Nuit,Normal,Sec,Route Nationale,90.0,,1.0,,1.0
7347,2022-01-27 20:34:36,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,1.0
7348,2022-01-25 19:50:47,Nuit,Normal,Sec,Route Départementale,80.0,Autre,,1.0,0.0
7355,2022-01-01 05:24:14,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,4.0,
7356,2022-01-12 01:21:29,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,1.0,0.0
7357,2022-01-20 00:09:12,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,1.0
7359,2022-01-30 18:50:26,Nuit,Normal,Sec,80.0,80.0,Par l'arrière,2.0,,0.0
7361,2022-01-29 03:53:59,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,6.0,0.0
7362,2022-01-21 07:00:46,Nuit,Normal,Sec,Route Départementale,70.0,,,2.0,0.0
7366,2022-01-13 08:47:19,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
7367,2022-01-01 16:30:09,Jour,Normal,Sec,80.0,80.0,Par l'arrière,,2.0,
7368,2022-01-30 18:11:04,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,,
7372,2022-01-17 18:46:55,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,2.0,0.0
7373,2022-01-29 09:47:14,Jour,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,6.0,0.0
7375,2022-01-27 08:55:58,Jour,Normal,Sec,Route Nationale,90.0,Par l'arrière,2.0,,0.0
7376,2022-01-13 16:36:38,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,1.0
7379,2022-01-05 17:24:42,Nuit,Normal,Sec,50.0,50.0,,2.0,,
7380,2022-01-11 15:14:28,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,
7382,2022-01-05 11:04:20,Jour,Normal,Sec,80.0,80.0,Par l'arrière,2.0,5.0,1.0
7384,2022-01-28 13:11:05,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,,
7385,2022-01-02 09:19:08,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,2.0,0.0
7386,2022-01-20 11:37:03,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,,2.0,
7389,2022-01-11 00:04:48,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,,0.0
7391,2022-01-31 00:56:38,Nuit,Normal,Sec,Autoroute,130.0,Frontale,2.0,,1.0
7392,2022-01-22 15:32:29,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,0.0
7393,2022-01-01 22:29:49,Nuit,Normal,Sec,Route Nationale,90.0,Autre,,2.0,0.0
7397,2022-01-02 13:46:59,Jour,Normal,Sec,110.0,110.0,Frontale,2.0,8.0,0.0
7400,2022-01-06 20:45:57,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,4.0,
7403,2022-01-02 11:16:02,Jour,Normal,Sec,70.0,70.0,Autre,1.0,1.0,
7404,2022-01-29 17:23:04,Nuit,Normal,Sec,Route Départementale,80.0,Autre,,1.0,
7405,2022-01-18 02:49:55,Nuit,Normal,Sec,Route Nationale,110.0,Frontale,2.0,,
7406,2022-01-28 15:12:53,Jour,Normal,Sec,Voie Communale,30.0,,3.0,3.0,1.0
7407,2022-01-11 23:55:16,Nuit,Normal,Sec,70.0,70.0,Par le coté,,2.0,0.0
7408,2022-01-21 14:31:20,Jour,Normal,Sec,Route Nationale,100.0,,2.0,,0.0
7411,2022-01-12 22:52:24,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,1.0
7412,2022-01-27 00:19:34,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,2.0,0.0
7414,2022-01-15 18:17:23,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,,
7415,2022-01-30 12:37:26,Jour,Normal,Sec,Route Départementale,75.0,,1.0,1.0,0.0
7416,2022-01-29 23:49:25,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,1.0,1.0
7418,2022-01-15 00:23:15,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,,8.0,
7420,2022-01-26 22:01:19,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,5.0,
7422,2022-01-26 03:12:39,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,,2.0,
7423,2022-01-22 09:38:19,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,5.0,0.0
7426,2022-01-13 17:04:33,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,0.0
7427,2022-01-13 17:00:50,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,0.0
7429,2022-01-28 14:47:50,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,,0.0
7433,2022-01-22 09:37:11,Jour,Normal,Sec,Route Départementale,70.0,Frontale,2.0,,0.0
7436,2022-01-26 16:47:37,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,8.0,1.0
7438,2022-01-11 23:37:27,Nuit,Normal,Sec,80.0,80.0,Autre,1.0,1.0,0.0
7439,2022-01-17 02:13:56,Nuit,Normal,Sec,Route Départementale,70.0,Autre,,5.0,1.0
7440,2022-01-14 22:37:57,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,3.0,
7441,2022-01-10 15:29:52,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,5.0,1.0
7442,2022-01-30 08:34:38,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,,4.0,
7443,2022-01-28 02:24:27,Nuit,Normal,Sec,Voie Communale,30.0,,,1.0,0.0
7444,2022-01-23 00:07:38,Nuit,Normal,Sec,Route Nationale,90.0,Frontale,2.0,6.0,
7445,2022-01-02 08:04:44,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,1.0
7448,2022-01-10 07:14:49,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,,0.0
7456,2022-01-31 15:19:15,Jour,Normal,Sec,110.0,110.0,,,1.0,0.0
7459,2022-01-28 21:37:13,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,,4.0,0.0
7467,2022-01-02 09:35:30,Jour,Normal,Sec,Voie Communale,40.0,,1.0,1.0,0.0
7470,2022-01-28 08:57:06,Jour,Normal,Sec,Route Nationale,90.0,Autre,1.0,4.0,0.0
7471,2022-01-22 04:27:26,Nuit,Normal,Sec,50.0,50.0,Frontale,2.0,3.0,
7472,2022-01-20 03:11:18,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,4.0,0.0
7474,2022-01-21 20:52:08,Nuit,Normal,Sec,Autoroute,130.0,,,2.0,1.0
7475,2022-01-13 08:19:42,Nuit,Normal,Sec,50.0,50.0,Autre,3.0,10.0,0.0
7478,2022-01-21 15:44:01,Jour,Normal,Sec,Autoroute,130.0,Par le coté,,4.0,0.0
7479,2022-01-27 04:11:56,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,0.0
7482,2022-01-22 12:11:22,Jour,Normal,Sec,Route Départementale,75.0,,,3.0,1.0
7483,2022-01-12 08:13:17,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,4.0,0.0
7489,2022-01-31 02:07:06,Nuit,Normal,Sec,80.0,80.0,Par le coté,,,0.0
7491,2022-01-06 03:18:34,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,1.0,0.0
7493,2022-01-06 14:47:36,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,,5.0,
7495,2022-01-15 06:27:36,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,3.0,
7496,2022-01-05 22:51:43,Nuit,Normal,Sec,Autoroute,130.0,Frontale,,4.0,
7497,2022-01-06 15:01:12,Jour,Normal,Sec,Voie Communale,30.0,,,6.0,
